player_name,season,round_number,round_pick,overall_pick,draft_type,team_id,team_city,team_name,team_abbreviation,organization,organization_type,player_profile_flag
Paul Gordon,1949,3,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Notre Dame,College/University,1
Charlie Share,1950,1,1,1,Draft,1610612738,Boston,Celtics,BOS,Bowling Green,College/University,1
Don Rehfeldt,1950,1,2,2,Draft,1610610024,Baltimore,Bullets,BAL,Wisconsin,College/University,1
Bob Cousy,1950,1,3,3,Draft,1610612737,Tri-Cities,Blackhawks,TCB,Holy Cross,College/University,1
Dick Schnittker,1950,1,4,4,Draft,1610610036,Washington,Capitols,WAS,Ohio State,College/University,1
Larry Foust,1950,1,5,5,Draft,1610610025,Chicago,Stags,CHS,La Salle,College/University,1
Irwin Dambrot,1950,1,6,6,Draft,1610612752,New York,Knicks,NYK,City College of New York,College/University,0
George Yardley,1950,1,7,7,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Stanford,College/University,1
Bob Lavoy,1950,1,8,8,Draft,1610610030,Indianapolis,Olympians,INO,Western Kentucky,College/University,1
Joe McNamee,1950,1,9,9,Draft,1610612758,Rochester,Royals,ROC,San Francisco,College/University,1
Kevin O'Shea,1950,1,10,10,Draft,1610612747,Minneapolis,Lakers,MNL,Notre Dame,College/University,1
Don Lofgran,1950,1,11,11,Draft,1610612755,Syracuse,Nationals,SYR,San Francisco,College/University,1
Jerry Stuteville,1950,8,0,0,Draft,1610610030,Indianapolis,Olympians,INO,Indiana,College/University,0
Gene Schmidt,1950,9,0,0,Draft,1610610030,Indianapolis,Olympians,INO,Texas Christian,College/University,0
Jim Line,1950,4,0,0,Draft,1610610030,Indianapolis,Olympians,INO,Kentucky,College/University,0
Jimmy Doyle,1950,11,0,0,Draft,1610610030,Indianapolis,Olympians,INO,Butler,College/University,0
Colin Anderson,1950,10,0,0,Draft,1610610030,Indianapolis,Olympians,INO,Georgia Tech,College/University,0
Sonny Allen,1950,5,0,0,Draft,1610610030,Indianapolis,Olympians,INO,Morehead State,College/University,0
Warren Switzer,1950,9,0,0,Draft,1610612758,Rochester,Royals,ROC,Rice,College/University,0
George Stanich,1950,2,0,0,Draft,1610612758,Rochester,Royals,ROC,California-Los Angeles,College/University,0
Bob Roper,1950,3,0,0,Draft,1610612758,Rochester,Royals,ROC,John Carroll,College/University,0
Carl Kraushaar,1950,8,0,0,Draft,1610612758,Rochester,Royals,ROC,California-Los Angeles,College/University,0
Dan Kahler,1950,7,0,0,Draft,1610612758,Rochester,Royals,ROC,Southwestern (KS),College/University,0
John Givens,1950,6,0,0,Draft,1610612758,Rochester,Royals,ROC,Western Kentucky,College/University,0
Chet Giermak,1950,4,0,0,Draft,1610612758,Rochester,Royals,ROC,William & Mary,College/University,0
Harry Foley,1950,10,0,0,Draft,1610612758,Rochester,Royals,ROC,Niagara,College/University,0
Norm Mager,1950,5,0,0,Draft,1610610024,Baltimore,Bullets,BAL,City College of New York,College/University,1
Howie Williams,1950,3,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Purdue,College/University,0
Jim Reilly,1950,9,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Swarthmore,College/University,0
Hal Haskins,1950,2,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Hamline,College/University,0
Wayne Glasgow,1950,6,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Oklahoma,College/University,0
Andy Butchko,1950,10,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Purdue,College/University,0
Newt Benson,1950,8,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Wisconsin-River Falls,College/University,0
Ed Thompson,1950,5,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Kent State,College/University,0
Len Rzewszewski,1950,4,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Indiana State,College/University,0
Bob Metcalf,1950,6,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Valparaiso,College/University,0
Ed Jones,1950,7,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Tennessee,College/University,0
Paul Unruh,1950,2,0,0,Draft,1610610030,Indianapolis,Olympians,INO,Bradley,College/University,0
Lou Arko,1950,7,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Akron,College/University,0
Stan Christie,1950,3,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Southern California,College/University,0
Bob Healey,1950,8,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Georgia,College/University,0
Paul Hickey,1950,5,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Denver,College/University,0
Paul Merchant,1950,4,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Oklahoma,College/University,0
Bob Savage,1950,9,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Syracuse,College/University,0
Mack Suprunowicz,1950,6,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Michigan,College/University,0
Glenn Wilkes,1950,10,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Mercer,College/University,0
Bob Anderson,1950,6,0,0,Draft,1610612737,Tri-Cities,Blackhawks,TCB,Loyola-Maryland,College/University,0
Keith Bloom,1950,10,0,0,Draft,1610612737,Tri-Cities,Blackhawks,TCB,Wyoming,College/University,0
Clarence Brannum,1950,3,0,0,Draft,1610612737,Tri-Cities,Blackhawks,TCB,Kansas State,College/University,0
Loy Doty,1950,8,0,0,Draft,1610612737,Tri-Cities,Blackhawks,TCB,Wyoming,College/University,0
Bill Erickson,1950,7,0,0,Draft,1610612737,Tri-Cities,Blackhawks,TCB,Illinois,College/University,0
Paul Hicks,1950,4,0,0,Draft,1610612737,Tri-Cities,Blackhawks,TCB,Eastern Kentucky,College/University,0
Joe Hutton,1950,7,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Hamline,College/University,1
George King,1950,8,0,0,Draft,1610610025,Chicago,Stags,CHS,Charleston (WV),College/University,1
Earl Lloyd,1950,9,0,0,Draft,1610610036,Washington,Capitols,WAS,West Virginia State,College/University,1
Art Burris,1950,3,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Tennessee,College/University,1
Gerry Calabrese,1950,2,0,0,Draft,1610612755,Syracuse,Nationals,SYR,St. John's (NY),College/University,1
Cal Christensen,1950,5,0,0,Draft,1610612737,Tri-Cities,Blackhawks,TCB,Toledo,College/University,1
Chuck Cooper,1950,2,0,0,Draft,1610612738,Boston,Celtics,BOS,Duquesne,College/University,1
Ed Dahler,1950,2,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Duquesne,College/University,1
Nate DeLong,1950,9,0,0,Draft,1610612737,Tri-Cities,Blackhawks,TCB,Wisconsin-River Falls,College/University,1
Dick Dickey,1950,3,0,0,Draft,1610610024,Baltimore,Bullets,BAL,North Carolina State,College/University,1
Bob Donham,1950,3,0,0,Draft,1610612738,Boston,Celtics,BOS,Ohio State,College/University,1
Ed Gayda,1950,2,0,0,Draft,1610612737,Tri-Cities,Blackhawks,TCB,Washington State,College/University,1
Al Henningsen,1950,9,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Northwest Missouri State,College/University,0
Billy Adcock,1950,8,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Vanderbilt,College/University,0
Francis Mahoney,1950,6,0,0,Draft,1610612738,Boston,Celtics,BOS,Brown,College/University,1
Chuck Mrazovich,1950,3,0,0,Draft,1610610030,Indianapolis,Olympians,INO,Eastern Kentucky,College/University,1
Ken Murray,1950,4,0,0,Draft,1610610025,Chicago,Stags,CHS,St. Bonaventure,College/University,1
Buckshot O'Brien,1950,6,0,0,Draft,1610610030,Indianapolis,Olympians,INO,Butler,College/University,1
Tommy O'Keefe,1950,4,0,0,Draft,1610610036,Washington,Capitols,WAS,Georgetown,College/University,1
Wally Osterkorn,1950,2,0,0,Draft,1610610025,Chicago,Stags,CHS,Illinois,College/University,1
Claude Overton,1950,5,0,0,Draft,1610610036,Washington,Capitols,WAS,East Central,College/University,1
John Pilch,1950,2,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Wyoming,College/University,1
Jim Riffey,1950,2,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Tulane,College/University,1
Alan Sawyer,1950,3,0,0,Draft,1610610036,Washington,Capitols,WAS,California-Los Angeles,College/University,1
Herb Scherer,1950,2,0,0,Draft,1610612752,New York,Knicks,NYK,Long Island-Brooklyn,College/University,1
Bill Sharman,1950,2,0,0,Draft,1610610036,Washington,Capitols,WAS,Southern California,College/University,1
Paul Arizin,1950,0,0,0,Territorial,1610612744,Philadelphia,Warriors,PHW,Villanova,College/University,1
Ed Beach,1950,5,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,West Virginia,College/University,1
Leon Blevins,1950,7,0,0,Draft,1610610030,Indianapolis,Olympians,INO,Arizona,College/University,1
Costic Borsavage,1950,5,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Temple,College/University,1
Joe Nelson,1950,5,0,0,Draft,1610612758,Rochester,Royals,ROC,Brigham Young,College/University,0
Dale Barnstable,1950,7,0,0,Draft,1610612738,Boston,Celtics,BOS,Kentucky,College/University,0
Bob Cope,1950,9,0,0,Draft,1610612738,Boston,Celtics,BOS,Montana,College/University,0
Matt Forman,1950,10,0,0,Draft,1610612738,Boston,Celtics,BOS,Holy Cross,College/University,0
Frank Oftring,1950,8,0,0,Draft,1610612738,Boston,Celtics,BOS,Holy Cross,College/University,0
Ken Reeves,1950,4,0,0,Draft,1610612738,Boston,Celtics,BOS,Louisville,College/University,0
Jack Shelton,1950,5,0,0,Draft,1610612738,Boston,Celtics,BOS,Oklahoma State,College/University,0
John Brown,1950,9,0,0,Draft,1610610025,Chicago,Stags,CHS,Georgetown,College/University,0
Stu Inman,1950,6,0,0,Draft,1610610025,Chicago,Stags,CHS,San Jose State,College/University,0
Bud Schaeffer,1950,10,0,0,Draft,1610610025,Chicago,Stags,CHS,Wheaton (IL),College/University,0
Don Stroot,1950,5,0,0,Draft,1610610025,Chicago,Stags,CHS,Missouri,College/University,0
Lou Watson,1950,3,0,0,Draft,1610610025,Chicago,Stags,CHS,Indiana,College/University,0
Milt Whitehead,1950,7,0,0,Draft,1610610025,Chicago,Stags,CHS,Nebraska,College/University,0
Dan Bagley,1950,7,0,0,Draft,1610612752,New York,Knicks,NYK,Notre Dame,College/University,0
Dick Barnes,1950,5,0,0,Draft,1610612752,New York,Knicks,NYK,San Diego State,College/University,0
Don Heathington,1950,9,0,0,Draft,1610612752,New York,Knicks,NYK,Baylor,College/University,0
Charles Hope,1950,8,0,0,Draft,1610612752,New York,Knicks,NYK,Appalachian State,College/University,0
Joe Ossola,1950,4,0,0,Draft,1610612752,New York,Knicks,NYK,Saint Louis,College/University,0
Don Parsons,1950,6,0,0,Draft,1610612752,New York,Knicks,NYK,Rutgers,College/University,0
Stan Weber,1950,3,0,0,Draft,1610612752,New York,Knicks,NYK,Bowling Green,College/University,0
Bernie Adams,1950,10,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Princeton,College/University,0
Buddy Cate,1950,3,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Western Kentucky,College/University,0
Dick Dallmer,1950,6,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Cincinnati,College/University,0
Joe Kaufman,1950,9,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,New York University,College/University,0
Ed Montgomery,1950,12,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Tennessee,College/University,0
Charles Northup,1950,7,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Siena,College/University,0
Brooks Ricca,1950,8,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Villanova,College/University,0
Paul Sensky,1950,4,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Saint Joseph's,College/University,0
Leo Wolfe,1950,11,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Villanova,College/University,0
Warren Cartier,1950,6,0,0,Draft,1610610036,Washington,Capitols,WAS,North Carolina State,College/University,0
Jim Cathcart,1950,7,0,0,Draft,1610610036,Washington,Capitols,WAS,Arkansas,College/University,0
Joe Greenbach,1950,8,0,0,Draft,1610610036,Washington,Capitols,WAS,Santa Clara,College/University,0
Joe Noertker,1950,10,0,0,Draft,1610610036,Washington,Capitols,WAS,Virginia,College/University,0
George Bush,1950,8,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Toledo,College/University,0
Frank Comerford,1950,7,0,0,Draft,1610610024,Baltimore,Bullets,BAL,La Salle,College/University,0
Rick Harman,1950,6,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Kansas State,College/University,0
Jack Laub,1950,9,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Cincinnati,College/University,0
Jerry Reed,1950,4,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Wyoming,College/University,0
Mike Zedalis,1950,10,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Loyola-Maryland,College/University,0
Bud Grant,1950,4,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Minnesota,College/University,1
Gene Melchiorre,1951,1,1,1,Draft,1610610024,Baltimore,Bullets,BAL,Bradley,College/University,0
Mel Hutchins,1951,1,2,2,Draft,1610612737,Milwaukee,Hawks,MIH,Brigham Young,College/University,1
Marcus Freiberger,1951,1,3,3,Draft,1610610030,Indianapolis,Olympians,INO,Oklahoma,College/University,0
Zeke Sinicola,1951,1,4,4,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Niagara,College/University,1
John McConathy,1951,1,5,5,Draft,1610612755,Syracuse,Nationals,SYR,Northwestern State,College/University,1
Ed Smith,1951,1,6,6,Draft,1610612752,New York,Knicks,NYK,Harvard,College/University,1
Ernie Barrett,1951,1,7,7,Draft,1610612738,Boston,Celtics,BOS,Kansas State,College/University,1
Sam Ranzino,1951,1,8,8,Draft,1610612758,Rochester,Royals,ROC,North Carolina State,College/University,1
Don Sunderlage,1951,1,9,9,Draft,1610612744,Philadelphia,Warriors,PHW,Illinois,College/University,1
Jack Stone,1951,2,1,10,Draft,1610610024,Baltimore,Bullets,BAL,Kansas State,College/University,0
Bill Gossett,1951,2,2,11,Draft,1610612737,Milwaukee,Hawks,MIH,Colorado State,College/University,0
Scotty Steagall,1951,2,3,12,Draft,1610610030,Indianapolis,Olympians,INO,Millikin,College/University,0
Jack Kiley,1951,2,4,13,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Syracuse,College/University,1
Don Savage,1951,2,5,14,Draft,1610612755,Syracuse,Nationals,SYR,Le Moyne,College/University,1
Roland Minson,1951,2,6,15,Draft,1610612752,New York,Knicks,NYK,Brigham Young,College/University,0
Bill Garrett,1951,2,7,16,Draft,1610612738,Boston,Celtics,BOS,Indiana,College/University,0
Ray Ragelis,1951,2,8,17,Draft,1610612758,Rochester,Royals,ROC,Northwestern,College/University,1
Mel Payton,1951,2,9,18,Draft,1610612744,Philadelphia,Warriors,PHW,Tulane,College/University,1
Lew Hitch,1951,2,10,19,Draft,1610612747,Minneapolis,Lakers,MNL,Kansas State,College/University,1
Bill Mann,1951,3,1,20,Draft,1610610024,Baltimore,Bullets,BAL,Bradley,College/University,0
Ron Bontemps,1951,3,2,21,Draft,1610612737,Milwaukee,Hawks,MIH,Beloit,College/University,0
Glenn Kammeyer,1951,3,3,22,Draft,1610610030,Indianapolis,Olympians,INO,Central Missouri,College/University,0
Jake Fendley,1951,3,4,23,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Northwestern,College/University,1
Bato Govedarica,1951,3,5,24,Draft,1610612755,Syracuse,Nationals,SYR,DePaul,College/University,1
Joe Luchi,1951,3,6,25,Draft,1610612752,New York,Knicks,NYK,Cincinnati,College/University,0
John Furlong,1951,3,7,26,Draft,1610612738,Boston,Celtics,BOS,Pepperdine,College/University,0
Fred Diute,1951,3,8,27,Draft,1610612758,Rochester,Royals,ROC,St. Bonaventure,College/University,1
Bob Schloss,1951,3,9,28,Draft,1610612744,Philadelphia,Warriors,PHW,Georgia,College/University,0
Bob Payne,1951,3,10,29,Draft,1610612747,Minneapolis,Lakers,MNL,Oregon State,College/University,0
Bill Hagler,1951,4,1,30,Draft,1610610024,Baltimore,Bullets,BAL,California,College/University,0
Jim Slaughter,1951,4,2,31,Draft,1610612737,Milwaukee,Hawks,MIH,South Carolina,College/University,1
Bill Tosheff,1951,4,3,32,Draft,1610610030,Indianapolis,Olympians,INO,Indiana,College/University,1
Herb Hargett,1951,4,4,33,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Mississippi State,College/University,0
Paul Horvath,1951,4,5,34,Draft,1610612755,Syracuse,Nationals,SYR,North Carolina State,College/University,0
Lloyd Sandstrom,1951,4,6,35,Draft,1610612752,New York,Knicks,NYK,St. Thomas (MN),College/University,0
Bob Barnett,1951,4,7,36,Draft,1610612738,Boston,Celtics,BOS,Evansville,College/University,0
Elmer Behnke,1951,4,8,37,Draft,1610612758,Rochester,Royals,ROC,Bradley,College/University,1
Jud Milhon,1951,4,9,38,Draft,1610612744,Philadelphia,Warriors,PHW,Ohio Wesleyan,College/University,0
Gale McArthur,1951,4,10,39,Draft,1610612747,Minneapolis,Lakers,MNL,Oklahoma State,College/University,0
Leroy Ishman,1951,5,1,40,Draft,1610610024,Baltimore,Bullets,BAL,American,College/University,0
Bob Sakel,1951,5,2,41,Draft,1610612737,Milwaukee,Hawks,MIH,Evansville,College/University,0
Bob Pierce,1951,5,3,42,Draft,1610610030,Indianapolis,Olympians,INO,Nebraska,College/University,0
Leo Johnson,1951,5,4,43,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Arizona,College/University,0
Glen Anderson,1951,5,5,44,Draft,1610612755,Syracuse,Nationals,SYR,Colorado State,College/University,0
Tom Smith,1951,5,6,45,Draft,1610612752,New York,Knicks,NYK,St. Peter's,College/University,0
Rip Gish,1951,5,7,46,Draft,1610612738,Boston,Celtics,BOS,Western Kentucky,College/University,0
Dan Bagley,1951,5,8,47,Draft,1610612758,Rochester,Royals,ROC,Notre Dame,College/University,0
Michael Kearns,1951,5,9,48,Draft,1610612744,Philadelphia,Warriors,PHW,Princeton,College/University,1
Leo Vander Kuy,1951,5,10,49,Draft,1610612747,Minneapolis,Lakers,MNL,Michigan,College/University,0
Glen Duggins,1951,6,1,50,Draft,1610610024,Baltimore,Bullets,BAL,Utah,College/University,0
John Rennicke,1951,6,2,51,Draft,1610612737,Milwaukee,Hawks,MIH,Drake,College/University,1
Marv Johnson,1951,6,3,52,Draft,1610610030,Indianapolis,Olympians,INO,Wheaton (IL),College/University,0
Frank Clasbeek,1951,6,4,53,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Iowa,College/University,0
Bob Wheeler,1951,6,5,54,Draft,1610612755,Syracuse,Nationals,SYR,Idaho,College/University,0
Al McGuire,1951,6,6,55,Draft,1610612752,New York,Knicks,NYK,St. John's (NY),College/University,1
Jim Luisi,1951,6,7,56,Draft,1610612738,Boston,Celtics,BOS,St. Francis Brooklyn,College/University,1
Jim Ove,1951,6,8,57,Draft,1610612758,Rochester,Royals,ROC,Valparaiso,College/University,0
Bob Swails,1951,6,9,58,Draft,1610612744,Philadelphia,Warriors,PHW,Indianapolis,College/University,0
Deward Dopson,1951,6,10,59,Draft,1610612747,Minneapolis,Lakers,MNL,Arkansas Tech,College/University,0
Tom Riach,1951,7,1,60,Draft,1610610024,Baltimore,Bullets,BAL,Southern California,College/University,0
Bob Ambler,1951,7,2,61,Draft,1610612737,Milwaukee,Hawks,MIH,Arkansas,College/University,0
Ted Beach,1951,7,3,62,Draft,1610610030,Indianapolis,Olympians,INO,Illinois,College/University,0
Jim Ramstead,1951,7,4,63,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Stanford,College/University,0
Roy Reardon,1951,7,5,64,Draft,1610612755,Syracuse,Nationals,SYR,St. Francis Brooklyn,College/University,0
Sid Ryen,1951,7,6,65,Draft,1610612752,New York,Knicks,NYK,Denver,College/University,0
John Azary,1951,7,7,66,Draft,1610612738,Boston,Celtics,BOS,Columbia,College/University,0
John Brown,1951,7,8,67,Draft,1610612758,Rochester,Royals,ROC,Southern Methodist,College/University,0
George Dempsey,1951,7,9,68,Draft,1610612744,Philadelphia,Warriors,PHW,King's (NY),College/University,1
Ed Head,1951,7,10,69,Draft,1610612747,Minneapolis,Lakers,MNL,Kansas State,College/University,0
Bill Harper,1951,8,1,70,Draft,1610610024,Baltimore,Bullets,BAL,Oregon State,College/University,0
Aaron Preece,1951,8,2,71,Draft,1610612737,Milwaukee,Hawks,MIH,Bradley,College/University,0
George Kelly,1951,8,3,72,Draft,1610610030,Indianapolis,Olympians,INO,Vanderbilt,College/University,0
John Manning,1951,8,4,73,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Duquesne,College/University,0
Tom Jockle,1951,8,5,74,Draft,1610612755,Syracuse,Nationals,SYR,Syracuse,College/University,0
Hugo Kappler,1951,8,6,75,Draft,1610612738,Boston,Celtics,BOS,North Carolina State,College/University,0
George Davidson,1951,8,7,76,Draft,1610612758,Rochester,Royals,ROC,Lafayette,College/University,0
Jim Phelan,1951,8,8,77,Draft,1610612744,Philadelphia,Warriors,PHW,La Salle,College/University,1
Bob Crowe,1951,9,1,78,Draft,1610610024,Baltimore,Bullets,BAL,San Jose State,College/University,0
Wayne Tucker,1951,9,2,79,Draft,1610612737,Milwaukee,Hawks,MIH,Colorado,College/University,0
Ray Kirkwasser,1951,9,3,80,Draft,1610612755,Syracuse,Nationals,SYR,Ithaca,College/University,0
